#Query	#lca rank	#lca taxon	#kingdom	#phylum	#class	#order	#family	#genus	#species	#method
ASV7707	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV771	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7712	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7714	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7715	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7716	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7717	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7718	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV772	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7720	species	Laonice cirrata CMC01	Eukaryota	Annelida	Polychaeta	Spionida	Spionidae	Laonice	Laonice cirrata CMC01	best hit
ASV7721	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7722	species	Sarcodiotheca sp. 2gaudichaudii	Eukaryota	Rhodophyta	Florideophyceae	Gigartinales	Solieriaceae	Sarcodiotheca	Sarcodiotheca sp. 2gaudichaudii	best hit
ASV7725	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7727	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV773	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7733	species	Terebellides	Eukaryota	Annelida	Polychaeta	Terebellida	Trichobranchidae	unknown genus	Terebellides	best hit
ASV7739	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV774	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7741	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7743	species	uncultured dinoflagellate	Eukaryota	Dinophyceae	Dinophyceae	unknown order	unknown family	unknown genus	uncultured dinoflagellate	best hit
ASV7744	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7749	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV775	species	Ophiopholis kennerlyi	Eukaryota	Echinodermata	Ophiuroidea	Amphilepidida	Ophiactidae	Ophiopholis	Ophiopholis kennerlyi	best hit
ASV7751	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7754	species	uncultured Kareniaceae	Eukaryota	Dinophyceae	Dinophyceae	Gymnodiniales	Kareniaceae	unknown genus	uncultured Kareniaceae	best hit
ASV7757	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV776	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7760	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7761	species	Purpureocillium lilacinum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Purpureocillium	Purpureocillium lilacinum	best hit
ASV7764	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7768	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7771	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7773	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7776	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7777	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV778	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7782	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7783	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7784	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV779	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7791	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7792	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7793	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7794	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7797	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7799	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV78	species	Skeletonema japonicum	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Skeletonemataceae	Skeletonema	Skeletonema japonicum	best hit
ASV7800	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7801	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7802	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7805	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7806	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7807	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7808	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV781	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7810	species	Synchaeta vorax	Eukaryota	Rotifera	Eurotatoria	Ploima	Synchaetidae	Synchaeta	Synchaeta vorax	lca
ASV7811	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7813	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV782	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7820	species	Chondrus	Eukaryota	Rhodophyta	Florideophyceae	Gigartinales	Gigartinaceae	unknown genus	Chondrus	best hit
ASV7822	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7824	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7825	species	Phaeocystis antarctica	Eukaryota	Haptophyta	unknown class	Phaeocystales	Phaeocystaceae	Phaeocystis	Phaeocystis antarctica	lca
ASV7826	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7827	species	Eudistylia	Eukaryota	Annelida	Polychaeta	Sabellida	Sabellidae	unknown genus	Eudistylia	best hit
ASV7828	species	Malassezia globosa	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia globosa	best hit
ASV7830	species	Rhabdocalyptus dawsoni	Eukaryota	Porifera	Hexactinellida	Lyssacinosida	Rossellidae	Rhabdocalyptus	Rhabdocalyptus dawsoni	lca
ASV7833	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7835	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7836	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7837	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7839	species	Balanus	Eukaryota	Arthropoda	Thecostraca	Balanomorpha	Balanidae	unknown genus	Balanus	best hit
ASV784	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7840	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7841	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7842	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7845	species	Biemna megalosigma var. sigmodragma	Eukaryota	Porifera	Demospongiae	Biemnida	Biemnidae	Biemna	Biemna megalosigma var. sigmodragma	best hit
ASV7847	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7848	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV785	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7850	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7852	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7853	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7854	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7857	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7858	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV786	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7866	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7867	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7868	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV787	species	Cyanea sp. USWAQCN	Eukaryota	Cnidaria	Scyphozoa	Semaeostomeae	Cyaneidae	Cyanea	Cyanea sp. USWAQCN	best hit
ASV7873	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7875	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7876	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7878	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7879	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV788	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7880	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7881	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7882	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7883	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7885	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7888	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7889	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV789	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7890	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7891	species	Terebellidae sp. 11BIOAK-0980	Eukaryota	Annelida	Polychaeta	Terebellida	Terebellidae	unknown genus	Terebellidae sp. 11BIOAK-0980	lca
ASV7893	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7895	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV790	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7900	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7901	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7904	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7905	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7906	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7907	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV791	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7912	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7914	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7916	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7917	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV792	species	Eucalanus bungii	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Eucalanidae	Eucalanus	Eucalanus bungii	best hit
ASV7923	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7924	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7925	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7926	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7929	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV793	species	Dendraster excentricus	Eukaryota	Echinodermata	Echinoidea	Clypeasteroida	Dendrasteridae	Dendraster	Dendraster excentricus	best hit
ASV7930	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7933	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7935	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7937	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7939	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV794	species	Pseudo-nitzschia multistriata	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	Pseudo-nitzschia multistriata	lca
ASV7945	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7946	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7947	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7948	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV795	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7952	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7954	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7956	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7958	species	uncultured bacterium HF0070_02E07	Bacteria	unknown phylum	unknown class	unknown order	unknown family	unknown genus	uncultured bacterium HF0070_02E07	lca
ASV7960	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7961	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7965	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7966	class	Dinophyceae	Eukaryota	Dinophyceae	Dinophyceae	no identification	no identification	no identification	no identification	lca
ASV7967	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7968	species	Croceibacter atlanticus HTCC2559	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Croceibacter	Croceibacter atlanticus HTCC2559	best hit
ASV7969	genus	Candidatus Pelagibacter	Bacteria	Pseudomonadota	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter	no identification	lca
ASV7970	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7972	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7973	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7976	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7977	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV798	species	Clytia gregaria	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Clytiidae	Clytia	Clytia gregaria	best hit
ASV7982	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7983	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7985	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV799	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7991	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7993	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7995	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7997	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7998	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV7999	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV8	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV80	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV8005	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV8007	species	Candidatus Pelagibacter ubique HTCC1062	Bacteria	Pseudomonadota	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter	Candidatus Pelagibacter ubique HTCC1062	lca
ASV8008	species	Phaeocystis globosa	Eukaryota	Haptophyta	unknown class	Phaeocystales	Phaeocystaceae	Phaeocystis	Phaeocystis globosa	best hit
ASV801	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV8011	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV8013	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV8016	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV8020	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV8024	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV8025	species	Thalassiosira nordenskioeldii	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira nordenskioeldii	best hit
ASV8026	species	Homo sapiens	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens	best hit
ASV8028	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV8029	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV803	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV804	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV8040	species	Squalus suckleyi	Eukaryota	Chordata	Chondrichthyes	Squaliformes	Squalidae	Squalus	Squalus suckleyi	best hit
ASV8042	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV8044	species	Paleanotus bellis	Eukaryota	Annelida	Polychaeta	Phyllodocida	Chrysopetalidae	Paleanotus	Paleanotus bellis	best hit
ASV8045	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV8046	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV8047	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV805	genus	Candidatus Pelagibacter	Bacteria	Pseudomonadota	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter	no identification	lca
ASV8051	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV8054	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV8056	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV8058	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV8061	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV8062	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV8067	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV807	species	Brisaster latifrons	Eukaryota	Echinodermata	Echinoidea	Spatangoida	Schizasteridae	Brisaster	Brisaster latifrons	best hit
ASV8070	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV8071	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV8074	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV8076	species	uncultured Kareniaceae	Eukaryota	Dinophyceae	Dinophyceae	Gymnodiniales	Kareniaceae	unknown genus	uncultured Kareniaceae	best hit
ASV808	species	Calanus pacificus	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Calanidae	Calanus	Calanus pacificus	best hit
ASV8080	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV8081	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV8083	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV8085	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV8086	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV8087	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV8088	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV8089	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV8091	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV8094	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV8096	species	Methylophilales bacterium	Bacteria	Pseudomonadota	Betaproteobacteria	Nitrosomonadales	unknown family	unknown genus	Methylophilales bacterium	lca
ASV8099	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV810	species	Pectinaria californiensis	Eukaryota	Annelida	Polychaeta	Terebellida	Pectinariidae	Pectinaria	Pectinaria californiensis	best hit
ASV8100	species	Thalassionema nitzschioides	Eukaryota	Bacillariophyta	Fragilariophyceae	Thalassionemales	Thalassionemataceae	Thalassionema	Thalassionema nitzschioides	best hit
ASV8102	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV8103	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV8104	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV8105	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV8108	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV8109	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV811	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV8110	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV8113	species	Appasus major	Eukaryota	Arthropoda	Insecta	Hemiptera	Belostomatidae	Appasus	Appasus major	best hit
ASV8114	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV8116	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV8117	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV8118	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV8119	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV812	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV8121	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV8122	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV8123	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV8124	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV8126	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV8127	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV8129	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV813	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV8131	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV8132	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV8133	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV8134	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV8137	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV8138	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV814	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV8140	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV8142	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV8143	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV8144	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV8145	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV8146	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV8149	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV815	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV8153	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV8155	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV8156	species	Neoamphitrite robusta CMC02	Eukaryota	Annelida	Polychaeta	Terebellida	Terebellidae	Neoamphitrite	Neoamphitrite robusta CMC02	best hit
ASV8157	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV8160	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV8161	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV8162	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV8165	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
